Sea level (m)	Points changed	Points total	Processing time (s)	Output filename	Water area (%)	Land area (%)	Errors (-)	Errors (+)
0	359692	360001	7.86	SeaLevel__00000m.raw	99.91	0.09	1	0
5	359741	360001	7.57	SeaLevel__00005m.raw	99.93	0.07	1	0
10	359752	360001	7.85	SeaLevel__00010m.raw	99.93	0.07	1	0
15	359767	360001	7.61	SeaLevel__00015m.raw	99.94	0.06	1	0
20	359779	360001	7.56	SeaLevel__00020m.raw	99.94	0.06	1	0
25	359791	360001	7.63	SeaLevel__00025m.raw	99.94	0.06	1	0
30	359799	360001	7.87	SeaLevel__00030m.raw	99.94	0.06	1	0
35	359813	360001	7.56	SeaLevel__00035m.raw	99.95	0.05	1	0
40	359823	360001	7.54	SeaLevel__00040m.raw	99.95	0.05	1	0
45	359841	360001	7.56	SeaLevel__00045m.raw	99.96	0.04	1	0
50	359858	360001	7.81	SeaLevel__00050m.raw	99.96	0.04	1	0
55	359867	360001	7.62	SeaLevel__00055m.raw	99.96	0.04	1	0
60	359872	360001	7.62	SeaLevel__00060m.raw	99.96	0.04	1	0
65	359880	360001	7.54	SeaLevel__00065m.raw	99.97	0.03	1	0
70	359888	360001	7.8	SeaLevel__00070m.raw	99.97	0.03	1	0
75	359897	360001	7.55	SeaLevel__00075m.raw	99.97	0.03	1	0
80	359899	360001	7.61	SeaLevel__00080m.raw	99.97	0.03	1	0
85	359907	360001	7.54	SeaLevel__00085m.raw	99.97	0.03	1	0
90	359910	360001	7.84	SeaLevel__00090m.raw	99.97	0.03	1	0
95	359914	360001	7.58	SeaLevel__00095m.raw	99.98	0.02	1	0
100	359915	360001	7.58	SeaLevel__00100m.raw	99.98	0.02	1	0
105	359918	360001	7.56	SeaLevel__00105m.raw	99.98	0.02	1	0
110	359921	360001	7.86	SeaLevel__00110m.raw	99.98	0.02	1	0
115	359924	360001	7.58	SeaLevel__00115m.raw	99.98	0.02	1	0
120	359926	360001	7.58	SeaLevel__00120m.raw	99.98	0.02	1	0
125	359929	360001	7.56	SeaLevel__00125m.raw	99.98	0.02	1	0
130	359930	360001	7.85	SeaLevel__00130m.raw	99.98	0.02	1	0
135	359931	360001	7.58	SeaLevel__00135m.raw	99.98	0.02	1	0
140	359931	360001	7.61	SeaLevel__00140m.raw	99.98	0.02	1	0
145	359931	360001	7.54	SeaLevel__00145m.raw	99.98	0.02	1	0
150	359935	360001	7.94	SeaLevel__00150m.raw	99.98	0.02	1	0
155	359937	360001	7.61	SeaLevel__00155m.raw	99.98	0.02	1	0
160	359938	360001	7.57	SeaLevel__00160m.raw	99.98	0.02	1	0
165	359940	360001	7.59	SeaLevel__00165m.raw	99.98	0.02	1	0
170	359940	360001	7.91	SeaLevel__00170m.raw	99.98	0.02	1	0
175	359941	360001	7.8	SeaLevel__00175m.raw	99.98	0.02	1	0
180	359944	360001	7.57	SeaLevel__00180m.raw	99.98	0.02	1	0
185	359945	360001	7.58	SeaLevel__00185m.raw	99.98	0.02	1	0
190	359947	360001	7.86	SeaLevel__00190m.raw	99.99	0.01	1	0
195	359949	360001	7.64	SeaLevel__00195m.raw	99.99	0.01	1	0
200	359949	360001	7.57	SeaLevel__00200m.raw	99.99	0.01	1	0
